datetime,aqi,co,no,no2,o3,pm2_5,pm10,so2,nh3
2026-06-07 22:39:39.762277,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:39:41.267672,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:39:42.693086,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:39:44.127731,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:39:45.548764,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:39:47.137262,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:39:48.563945,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:39:50.043866,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:39:51.486894,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:39:52.939671,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:39:54.395056,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:39:55.841099,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:39:57.288081,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:39:58.737759,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:40:00.191374,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:40:01.652535,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:40:03.059740,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:40:04.483142,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:40:05.912857,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:40:07.336042,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:40:08.822134,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:40:10.268498,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:40:11.676912,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:40:13.121785,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:40:14.576403,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:40:16.032329,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:40:17.567236,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:40:20.724623,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:40:22.766400,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:40:24.928108,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:40:26.444603,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:40:29.038307,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:40:30.850551,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:40:32.787683,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:40:34.963423,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:40:36.529140,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:40:38.051320,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:40:39.649264,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:40:41.066498,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:40:42.836495,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:40:44.752740,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:40:46.319340,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:40:47.856916,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:40:50.049683,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:40:51.902906,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:40:54.089796,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:40:55.531410,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:40:57.070783,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:40:58.837283,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:00.311248,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:01.903882,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:03.415470,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:05.236134,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:06.887678,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:09.255795,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:10.847079,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:12.358299,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:13.895296,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:15.438862,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:17.162224,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:18.894239,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:21.123286,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:23.148703,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:24.590963,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:26.027204,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:27.510930,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:28.985271,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:30.404799,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:31.890914,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:33.339185,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:34.775196,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:36.190474,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:37.673692,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:39.124984,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:40.571455,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:42.018946,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:43.531661,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:44.988822,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:46.468774,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:47.915300,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:49.392366,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:50.823996,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:52.239786,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:53.637660,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:55.067913,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:56.521445,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:57.951258,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:41:59.392208,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:42:00.840296,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:42:02.313254,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:42:03.802948,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:42:05.271007,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:42:06.732272,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:42:08.229255,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:42:09.894983,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:42:11.349751,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:42:12.816996,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:42:14.287231,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:42:16.757847,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:42:19.222301,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:42:21.699944,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:42:24.078725,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:42:26.413790,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:42:29.773639,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:42:31.619833,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:42:33.081890,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:42:34.568823,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:42:36.514329,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:42:38.367501,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:42:39.835152,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:42:41.251644,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:42:42.762095,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:42:44.193719,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:42:45.656069,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:42:47.072162,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:42:48.528424,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:42:49.969019,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:42:51.392418,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:42:52.821304,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:42:54.281710,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:42:55.847375,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:42:57.282003,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:42:58.779394,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:43:00.228778,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:43:01.698527,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
2026-06-07 22:43:03.145438,4,551.75,0,10.99,79.03,58.3,84.91,5.28,58.47
